,0
382,True
383,True
384,True
385,True
386,False
387,True
388,True
389,True
390,True
391,True
392,True
393,True
394,True
395,True
396,False
397,False
398,False
399,True
400,True
401,True
402,True
403,False
404,False
405,True
406,True
407,True
408,False
409,True
410,False
411,False
412,False
413,True
414,False
415,True
416,False
417,False
418,True
419,True
420,True
421,False
422,True
423,True
424,True
425,False
426,True
427,True
428,True
429,False
430,False
431,False
432,True
433,False
434,False
435,False
436,True
437,True
438,True
439,True
440,False
441,False
442,True
443,True
444,True
445,True
446,True
447,False
448,True
449,False
450,False
451,False
452,False
453,False
454,False
455,False
456,True
457,False
458,False
459,False
460,False
461,True
462,True
463,False
464,False
465,True
466,True
467,False
468,False
469,False
470,False
471,False
472,False
473,False
474,False
475,True
476,False
477,True
478,True
479,True
480,True
481,True
482,True
483,False
484,True
485,False
486,True
487,True
488,True
489,True
490,False
491,False
492,True
493,True
494,False
495,True
496,True
497,False
498,True
499,True
500,True
501,False
502,True
503,True
504,True
505,False
506,False
507,True
508,False
509,True
510,True
511,False
512,True
513,True
514,True
515,True
516,False
517,True
518,True
519,False
520,False
521,True
522,True
523,True
524,True
525,True
526,True
527,True
528,True
529,True
530,True
531,False
532,True
533,True
534,False
535,False
536,False
537,True
538,False
539,True
540,True
541,True
542,False
543,False
544,True
545,False
546,True
547,False
548,True
549,True
550,False
551,True
552,True
553,False
554,False
555,True
556,True
557,True
558,False
559,False
560,True
561,True
562,False
563,True
564,False
565,True
566,True
567,True
568,True
569,True
570,True
571,False
572,True
573,False
574,False
575,True
576,True
577,False
578,False
579,True
580,True
581,True
582,True
583,True
584,True
585,True
586,False
587,True
588,True
589,False
590,False
591,False
592,True
593,False
594,True
595,True
596,True
597,True
598,True
599,False
600,True
601,False
602,True
603,False
604,True
605,True
606,True
607,True
608,False
609,True
610,True
611,True
612,True
613,False
614,True
615,False
616,True
617,True
618,True
619,True
620,True
621,False
622,False
623,False
624,False
625,True
626,False
627,True
628,True
629,True
630,True
631,True
632,True
633,True
634,True
635,True
636,True
637,True
638,True
639,True
640,False
641,True
642,True
643,True
644,True
645,True
646,True
647,True
648,False
649,True
650,True
651,False
652,False
653,True
654,False
655,False
656,True
657,False
658,True
659,True
660,True
661,True
662,True
663,True
664,True
665,False
666,True
667,True
668,True
669,True
670,True
671,True
672,True
673,True
674,True
675,False
676,True
677,False
678,True
679,False
680,False
681,True
682,True
683,True
684,True
685,True
686,False
687,True
688,False
689,True
690,True
691,False
692,False
693,True
694,True
695,True
696,False
697,False
698,True
699,False
700,True
701,False
702,False
703,True
704,True
705,False
706,False
707,True
708,True
709,True
710,True
711,True
712,False
713,True
714,True
715,False
716,True
717,True
718,True
719,False
720,True
721,True
722,True
723,True
724,False
725,True
726,True
727,True
728,True
729,True
730,False
731,True
732,True
733,True
734,True
735,False
736,True
737,True
738,False
739,True
740,False
741,True
742,False
743,False
744,True
745,True
746,False
747,True
748,True
749,True
750,False
751,False
752,True
753,True
754,True
755,True
756,False
757,False
758,False
759,True
760,True
761,True
762,True
763,True
764,True
765,True
766,True
767,False
768,True
769,True
770,True
771,False
772,True
773,True
774,True
775,False
776,True
777,True
778,True
779,True
780,False
781,False
782,True
783,True
784,False
785,False
786,True
787,False
788,True
789,True
790,True
791,False
792,False
793,False
794,False
795,True
796,True
797,True
798,False
799,False
800,True
801,True
802,True
803,False
804,False
805,True
806,True
807,True
808,False
809,True
810,True
811,False
812,True
813,True
814,True
815,True
816,True
817,True
818,True
819,False
820,True
821,True
822,False
823,True
824,True
825,False
826,True
827,True
828,False
829,True
830,True
831,True
832,True
833,False
834,False
835,False
836,True
837,True
838,True
839,False
840,True
841,True
842,True
843,True
844,False
845,True
846,True
847,False
848,False
849,False
850,True
851,True
852,True
853,True
854,True
855,True
856,True
857,False
858,False
859,True
860,True
861,True
862,False
863,True
864,True
865,True
866,True
867,False
868,True
869,False
870,True
871,True
872,True
873,True
874,True
875,False
876,True
877,False
878,True
879,True
880,True
881,False
882,True
883,False
884,True
885,False
886,True
887,True
888,True
889,True
890,True
891,False
892,True
893,True
894,True
895,False
896,False
897,True
898,True
899,False
900,False
901,True
902,True
903,True
904,True
905,False
906,False
907,False
908,True
909,True
910,True
911,True
912,True
913,True
914,True
915,True
916,True
917,False
918,True
919,False
920,False
921,False
922,True
923,False
924,False
925,False
926,True
927,True
928,False
929,True
930,False
931,False
932,False
933,True
934,False
935,True
936,True
937,True
938,True
939,True
940,False
941,True
942,False
943,True
944,True
945,True
946,True
947,False
948,True
949,True
950,True
951,True
952,True
953,True
954,True
955,True
956,False
957,True
958,True
959,True
960,False
961,True
962,True
963,True
964,True
965,True
966,True
967,False
968,True
969,True
970,False
971,True
972,False
973,True
974,True
975,True
976,True
977,False
978,True
979,True
980,True
981,True
982,False
983,True
984,False
985,True
986,True
987,False
988,True
989,True
990,True
991,False
992,True
993,True
994,False
995,False
996,True
997,False
998,True
999,False
1000,True
1001,True
1002,True
1003,True
1004,True
1005,False
1006,False
1007,True
1008,False
1009,True
1010,True
1011,True
1012,True
1013,True
1014,True
1015,True
1016,False
1017,True
1018,False
1019,False
1020,False
1021,True
1022,True
1023,False
1024,False
1025,True
1026,False
1027,True
1028,False
1029,False
1030,False
1031,False
1032,True
1033,True
1034,True
1035,True
1036,False
1037,True
1038,False
1039,False
1040,False
1041,False
1042,False
1043,True
1044,True
1045,False
1046,True
1047,True
1048,True
1049,True
1050,True
1051,True
1052,True
1053,True
1054,False
1055,True
1056,True
1057,False
1058,False
1059,True
1060,False
1061,False
1062,False
1063,False
1064,False
1065,True
1066,False
1067,True
1068,False
1069,False
1070,False
1071,True
1072,False
1073,True
1074,True
1075,True
1076,True
1077,True
1078,True
1079,True
1080,True
1081,True
1082,True
1083,True
1084,True
1085,True
1086,True
1087,True
1088,True
1089,True
1090,True
1091,False
1092,True
1093,False
1094,True
1095,True
1096,True
1097,True
1098,True
1099,False
1100,True
1101,False
1102,True
1103,False
1104,True
1105,True
1106,True
1107,True
1108,True
1109,False
1110,False
1111,False
1112,True
1113,True
1114,True
1115,True
1116,True
1117,False
1118,False
1119,True
1120,True
1121,True
1122,True
1123,False
1124,False
1125,True
1126,False
1127,False
1128,True
1129,True
1130,False
1131,True
1132,True
1133,False
1134,True
1135,False
1136,True
1137,True
1138,False
1139,True
1140,True
1141,True
1142,True
1143,True
1144,False
1145,False
1146,False
1147,True
1148,True
1149,True
1150,True
1151,True
1152,True
1153,True
1154,False
1155,False
1156,False
1157,True
1158,True
1159,True
1160,False
1161,True
1162,True
1163,False
1164,True
1165,True
1166,True
1167,False
1168,True
1169,True
1170,True
1171,True
1172,True
1173,True
1174,True
1175,True
1176,True
1177,False
1178,True
1179,True
1180,True
1181,True
1182,True
1183,False
1184,True
1185,True
1186,True
1187,True
1188,True
1189,False
1190,False
1191,False
1192,True
1193,False
1194,True
1195,False
1196,True
1197,True
1198,True
1199,False
1200,False
1201,False
1202,True
1203,False
1204,True
1205,False
1206,True
1207,False
1208,True
1209,True
1210,True
1211,True
1212,True
1213,False
1214,False
1215,True
1216,True
1217,True
1218,False
1219,True
1220,True
1221,True
1222,True
1223,True
1224,True
1225,True
1226,False
1227,True
1228,False
1229,True
1230,False
1231,True
1232,True
1233,False
1234,True
1235,False
1236,False
1237,False
1238,True
1239,True
1240,True
1241,False
1242,True
1243,False
1244,True
1245,False
1246,False
1247,True
1248,True
1249,True
1250,True
1251,True
1252,True
1253,True
1254,True
1255,True
1256,True
1257,True
1258,False
1259,True
1260,True
1261,True
1262,True
1263,True
1264,True
1265,False
1266,True
1267,False
1268,True
1269,True
1270,False
1271,True
1272,False
1273,True
1274,True
1275,False
1276,True
1277,True
1278,False
1279,True
1280,True
1281,True
1282,True
1283,False
1284,False
1285,True
1286,False
1287,True
1288,True
1289,False
1290,True
1291,True
1292,True
1293,False
1294,False
1295,True
1296,False
1297,True
1298,True
1299,True
1300,True
1301,True
1302,True
1303,True
1304,True
1305,False
1306,True
1307,False
1308,True
1309,True
1310,True
1311,True
1312,True
1313,True
1314,False
1315,False
1316,True
1317,True
1318,True
1319,True
1320,False
1321,False
1322,True
1323,True
1324,True
1325,False
1326,True
1327,False
1328,True
1329,False
1330,True
1331,False
1332,True
1333,True
1334,True
1335,False
1336,True
1337,True
1338,True
1339,True
1340,True
1341,True
1342,False
1343,True
1344,True
1345,False
1346,False
1347,False
1348,False
1349,True
1350,True
1351,True
1352,False
1353,True
1354,True
1355,False
1356,False
1357,False
1358,True
1359,True
1360,True
1361,False
1362,False
1363,False
1364,False
1365,True
1366,False
1367,True
1368,True
1369,True
1370,True
1371,False
1372,True
1373,True
1374,True
1375,False
1376,False
1377,False
1378,True
1379,False
1380,True
1381,True
1382,True
1383,True
1384,True
1385,True
1386,False
1387,False
1388,False
1389,True
1390,True
1391,False
1392,True
1393,False
1394,True
1395,False
1396,False
1397,False
1398,True
1399,False
1400,True
1401,True
1402,True
1403,False
1404,False
1405,True
1406,True
1407,True
1408,True
1409,False
1410,True
1411,False
1412,False
1413,True
1414,True
1415,True
1416,False
1417,False
1418,True
1419,True
1420,True
1421,True
1422,False
1423,True
1424,True
1425,True
1426,True
1427,False
1428,True
1429,True
1430,False
1431,True
1432,True
1433,False
1434,True
1435,True
1436,True
1437,True
1438,False
1439,True
1440,True
1441,False
1442,True
1443,True
1444,False
1445,True
1446,True
1447,True
1448,False
1449,False
1450,True
1451,False
1452,True
1453,True
1454,False
1455,True
1456,True
1457,False
1458,True
1459,True
1460,False
1461,True
1462,False
1463,False
1464,False
1465,True
1466,False
1467,False
1468,True
1469,True
1470,True
1471,True
1472,False
1473,True
1474,True
1475,True
1476,False
1477,True
1478,False
1479,True
1480,False
1481,True
1482,True
1483,True
1484,True
1485,True
1486,True
1487,True
1488,False
1489,False
1490,False
1491,True
1492,False
1493,True
1494,True
1495,False
1496,True
1497,True
1498,True
1499,True
1500,True
1501,False
1502,True
1503,False
1504,True
1505,True
1506,False
1507,True
1508,False
1509,True
1510,False
1511,True
1512,True
1513,True
1514,False
1515,True
1516,True
1517,True
1518,True
1519,True
1520,True
1521,False
1522,False
1523,True
1524,True
1525,False
1526,True
1527,True
1528,True
1529,True
1530,False
1531,True
1532,True
1533,False
1534,True
1535,True
1536,True
1537,True
1538,True
1539,True
1540,True
1541,True
1542,True
1543,False
1544,True
1545,False
1546,True
1547,True
1548,True
1549,False
1550,True
1551,True
1552,True
1553,True
1554,True
1555,False
1556,True
1557,False
1558,True
1559,False
1560,False
1561,True
1562,False
1563,True
1564,True
1565,False
1566,True
1567,False
1568,False
1569,True
1570,False
1571,True
1572,True
1573,True
1574,False
1575,True
1576,True
1577,True
1578,True
1579,True
1580,False
1581,False
1582,False
1583,True
1584,True
1585,True
1586,True
1587,False
1588,True
1589,False
1590,True
1591,True
1592,False
1593,False
1594,True
1595,True
1596,True
1597,False
1598,True
1599,False
1600,True
1601,True
1602,False
1603,False
1604,True
1605,False
1606,False
1607,True
1608,True
1609,True
1610,True
1611,True
1612,False
1613,True
1614,True
1615,True
1616,True
1617,True
1618,True
1619,True
1620,True
1621,True
1622,True
1623,True
1624,False
1625,False
1626,True
1627,True
1628,True
1629,True
1630,False
1631,True
1632,True
1633,False
1634,True
1635,True
1636,True
1637,False
1638,True
1639,False
1640,False
1641,True
1642,False
1643,False
1644,True
1645,True
1646,True
1647,True
1648,True
1649,True
1650,True
1651,True
1652,True
1653,True
1654,True
1655,True
1656,False
1657,True
1658,True
1659,False
1660,True
1661,False
1662,False
1663,False
1664,True
1665,False
1666,True
1667,True
1668,True
1669,False
1670,True
1671,True
1672,False
1673,True
1674,False
1675,False
1676,True
1677,False
1678,True
1679,False
1680,True
1681,True
1682,True
1683,True
1684,True
1685,False
1686,True
1687,False
1688,True
1689,False
1690,False
1691,True
1692,True
1693,False
1694,True
1695,True
1696,False
1697,True
1698,True
1699,True
1700,True
1701,False
1702,False
1703,True
1704,True
1705,False
1706,False
1707,True
1708,False
1709,True
1710,True
1711,False
1712,False
1713,True
1714,True
1715,True
1716,True
1717,False
1718,True
1719,True
1720,True
1721,True
1722,True
1723,True
1724,True
1725,True
1726,False
1727,True
1728,True
1729,False
1730,False
1731,False
1732,True
1733,True
1734,False
1735,True
1736,True
1737,True
1738,False
1739,False
1740,False
1741,False
1742,True
1743,True
1744,False
1745,True
1746,False
1747,False
1748,True
1749,True
1750,False
1751,False
1752,True
1753,True
1754,True
1755,True
1756,True
1757,True
1758,False
1759,True
1760,False
1761,False
1762,True
1763,True
1764,True
1765,True
1766,True
1767,False
1768,True
1769,False
1770,True
1771,True
1772,True
1773,True
1774,True
1775,True
1776,True
1777,True
1778,True
1779,True
1780,False
1781,False
1782,True
1783,False
1784,False
1785,False
1786,False
1787,True
1788,True
1789,True
1790,False
1791,True
1792,True
1793,True
1794,False
1795,True
1796,False
1797,True
1798,True
1799,True
1800,True
1801,False
1802,False
1803,False
1804,True
1805,True
1806,True
1807,False
1808,True
1809,True
1810,True
1811,True
1812,True
1813,True
1814,True
1815,True
1816,False
1817,False
1818,True
1819,False
1820,True
1821,True
1822,False
1823,False
1824,False
1825,True
1826,False
1827,False
1828,True
1829,False
1830,True
1831,True
1832,True
1833,True
1834,True
1835,False
1836,True
1837,True
1838,True
1839,True
1840,True
1841,False
1842,False
1843,True
1844,True
1845,True
1846,False
1847,True
1848,True
1849,True
1850,False
1851,True
1852,True
1853,True
1854,True
1855,False
1856,True
1857,False
1858,True
1859,True
1860,True
1861,False
1862,True
1863,True
1864,True
1865,True
1866,False
1867,True
1868,True
1869,False
1870,False
1871,True
1872,True
1873,True
1874,False
1875,True
1876,True
1877,True
1878,True
1879,True
1880,False
1881,True
1882,False
1883,True
1884,False
1885,True
1886,False
1887,True
1888,False
1889,False
1890,True
1891,False
1892,True
1893,True
1894,False
1895,True
1896,True
1897,True
1898,True
1899,True
1900,False
1901,True
1902,True
1903,False
1904,False
1905,False
1906,True
1907,True
1908,False
1909,True
1910,True
1911,True
1912,True
1913,True
1914,False
1915,False
1916,True
1917,True
1918,True
1919,True
1920,True
1921,False
1922,False
1923,True
1924,True
1925,True
1926,True
1927,True
1928,False
1929,True
1930,True
1931,False
1932,False
1933,True
1934,False
1935,False
1936,True
1937,True
1938,True
1939,False
1940,False
1941,False
1942,False
1943,True
1944,True
1945,True
1946,True
1947,True
1948,False
1949,True
1950,False
1951,True
1952,False
1953,True
1954,True
1955,True
1956,True
1957,True
1958,True
1959,True
1960,True
1961,True
1962,True
1963,True
1964,False
1965,True
1966,True
1967,False
1968,True
1969,True
1970,True
1971,False
1972,False
1973,True
1974,True
1975,False
1976,True
1977,False
1978,False
1979,False
1980,False
1981,True
1982,True
1983,True
1984,True
1985,True
1986,False
1987,True
1988,False
1989,False
1990,True
1991,True
1992,False
1993,False
1994,True
1995,False
1996,True
1997,False
1998,True
1999,False
2000,True
2001,True
2002,True
2003,True
2004,True
2005,True
2006,True
2007,True
2008,True
2009,False
2010,False
2011,True
2012,False
2013,False
2014,True
2015,True
2016,True
2017,True
2018,False
2019,False
2020,True
2021,True
2022,True
2023,True
2024,False
2025,True
2026,False
2027,True
2028,True
2029,True
2030,True
2031,True
2032,False
2033,True
2034,True
2035,True
2036,False
2037,True
2038,False
2039,True
2040,True
2041,True
2042,False
2043,False
2044,True
2045,True
2046,False
2047,False
2048,False
2049,True
2050,True
2051,False
2052,False
2053,True
2054,True
2055,True
2056,True
2057,False
2058,True
2059,False
2060,True
2061,False
2062,True
2063,True
2064,True
2065,True
2066,True
2067,False
2068,True
2069,True
2070,True
2071,True
2072,True
2073,True
2074,True
2075,True
2076,False
2077,True
2078,False
2079,False
2080,True
2081,True
2082,False
2083,True
2084,True
2085,True
2086,True
2087,True
2088,True
2089,False
2090,True
2091,True
2092,True
2093,False
2094,False
2095,False
2096,True
2097,False
2098,True
2099,False
2100,True
2101,True
2102,True
2103,False
2104,True
2105,True
2106,False
2107,False
2108,True
2109,False
2110,True
2111,True
2112,False
2113,True
2114,True
2115,True
2116,True
2117,False
2118,False
2119,False
2120,True
2121,True
2122,True
2123,False
2124,True
2125,True
2126,True
2127,True
2128,True
2129,True
2130,False
2131,True
2132,True
2133,False
2134,True
2135,True
2136,True
2137,False
2138,True
2139,False
2140,False
2141,True
2142,True
2143,True
2144,True
2145,True
2146,False
2147,False
2148,True
2149,True
2150,True
2151,True
2152,True
2153,True
2154,False
2155,True
2156,True
2157,True
2158,True
2159,True
2160,False
2161,True
2162,True
2163,False
2164,True
2165,True
2166,False
2167,True
2168,True
2169,False
2170,True
2171,True
2172,True
2173,False
2174,False
2175,True
2176,True
2177,True
2178,True
2179,True
2180,True
2181,True
2182,False
2183,False
2184,True
2185,True
2186,True
2187,True
2188,False
2189,True
2190,False
2191,True
2192,True
2193,True
2194,True
2195,True
2196,True
2197,True
2198,False
2199,False
2200,True
2201,True
2202,False
2203,True
2204,True
2205,True
2206,True
2207,True
2208,True
2209,True
2210,True
2211,True
2212,True
2213,False
2214,True
2215,True
2216,False
2217,True
2218,False
2219,True
2220,True
2221,True
2222,True
2223,True
2224,True
2225,True
2226,True
2227,True
2228,True
2229,True
2230,True
2231,True
2232,True
2233,True
2234,True
2235,False
2236,True
2237,True
2238,True
2239,True
2240,False
2241,True
2242,False
2243,True
2244,True
2245,True
2246,True
2247,True
2248,True
2249,True
2250,False
2251,True
2252,True
2253,True
2254,True
2255,False
2256,False
2257,True
2258,True
2259,True
2260,True
2261,False
2262,True
2263,True
2264,True
2265,True
2266,False
2267,True
2268,True
2269,False
2270,True
2271,True
2272,True
2273,False
2274,True
2275,True
2276,True
2277,False
2278,False
2279,True
2280,False
2281,True
2282,True
2283,True
2284,True
2285,False
2286,True
2287,True
2288,True
2289,True
2290,True
2291,True
2292,False
2293,True
2294,False
2295,False
2296,True
2297,True
2298,True
2299,True
2300,False
2301,True
2302,False
2303,False
2304,False
2305,True
2306,True
2307,True
2308,True
2309,True
2310,True
2311,True
2312,True
2313,True
2314,True
2315,False
2316,True
2317,True
2318,False
2319,True
2320,True
2321,False
2322,True
2323,True
2324,True
2325,False
2326,True
2327,True
2328,False
2329,False
2330,True
2331,False
2332,True
2333,True
2334,False
2335,True
2336,True
2337,True
2338,False
2339,True
2340,True
2341,False
2342,True
2343,False
2344,True
2345,False
2346,False
2347,False
2348,True
2349,True
2350,False
2351,True
2352,True
2353,True
2354,False
2355,True
2356,True
2357,True
2358,False
2359,True
2360,True
2361,False
2362,True
2363,True
2364,True
2365,True
2366,True
2367,True
2368,True
2369,False
2370,True
2371,True
2372,True
2373,True
2374,True
2375,True
2376,False
2377,True
2378,False
2379,True
2380,True
2381,True
2382,True
2383,False
2384,True
2385,False
2386,False
2387,True
2388,True
2389,True
2390,False
2391,True
2392,False
2393,False
2394,True
2395,False
2396,True
2397,False
2398,False
2399,False
2400,True
2401,True
2402,True
2403,False
2404,True
2405,False
2406,True
2407,False
2408,False
2409,False
2410,False
2411,True
2412,True
2413,False
2414,True
2415,True
2416,True
2417,False
2418,False
2419,True
2420,False
2421,False
2422,True
2423,True
2424,True
2425,True
2426,True
2427,True
2428,False
2429,True
2430,True
2431,False
2432,True
2433,True
2434,False
2435,True
2436,False
2437,True
2438,True
2439,False
2440,True
2441,True
2442,True
2443,True
2444,True
2445,True
2446,True
2447,False
2448,True
2449,True
2450,False
2451,True
2452,True
2453,False
2454,True
2455,True
2456,True
2457,True
2458,True
2459,True
2460,True
2461,True
2462,False
2463,False
2464,True
2465,False
2466,True
2467,True
2468,True
2469,True
2470,True
2471,True
2472,True
2473,True
2474,True
2475,True
2476,True
2477,True
2478,True
2479,False
2480,True
2481,True
2482,True
2483,True
2484,True
2485,False
2486,False
2487,True
2488,True
2489,True
2490,True
2491,True
2492,True
2493,False
2494,True
2495,True
2496,True
2497,True
2498,False
2499,True
2500,False
2501,False
2502,False
2503,True
2504,True
2505,False
2506,True
2507,False
2508,False
2509,False
2510,True
2511,True
2512,True
2513,False
2514,False
2515,True
2516,True
2517,False
2518,False
2519,True
2520,True
2521,True
2522,True
2523,True
2524,True
2525,True
2526,True
2527,False
2528,False
2529,True
2530,False
2531,True
2532,True
2533,True
2534,True
2535,False
2536,False
2537,True
2538,False
2539,False
2540,False
2541,False
2542,True
2543,True
2544,True
2545,True
2546,False
2547,False
2548,False
2549,True
2550,False
2551,True
2552,False
2553,True
2554,True
2555,False
2556,True
2557,True
2558,True
2559,True
2560,True
2561,False
2562,True
2563,True
2564,False
2565,False
2566,True
2567,True
2568,True
2569,True
2570,False
2571,True
2572,True
2573,True
2574,True
2575,True
2576,False
2577,False
2578,True
2579,False
2580,True
2581,True
2582,True
2583,True
2584,False
2585,True
2586,False
2587,False
2588,False
2589,False
2590,True
2591,False
2592,False
2593,False
2594,True
2595,True
2596,True
2597,True
2598,True
2599,True
2600,True
2601,True
2602,True
2603,True
2604,True
2605,True
2606,True
2607,True
2608,True
2609,True
2610,False
2611,True
2612,False
2613,True
2614,True
2615,True
2616,True
2617,False
2618,True
2619,True
2620,True
2621,False
2622,False
2623,True
2624,True
2625,True
2626,True
2627,True
2628,True
2629,False
2630,True
2631,False
2632,True
2633,False
2634,True
2635,False
2636,False
2637,False
2638,False
2639,False
2640,False
2641,True
2642,True
2643,True
2644,True
2645,True
2646,True
2647,True
2648,False
2649,False
2650,True
2651,True
2652,True
2653,False
2654,False
2655,True
2656,True
2657,True
2658,True
2659,False
2660,True
2661,False
2662,True
2663,True
2664,False
2665,True
2666,False
2667,True
2668,False
2669,False
2670,True
2671,True
2672,True
2673,True
2674,True
2675,True
2676,False
2677,True
2678,True
2679,False
2680,True
2681,False
2682,False
2683,True
2684,False
2685,False
2686,True
2687,True
2688,True
2689,True
2690,False
2691,True
2692,True
2693,True
2694,True
2695,False
2696,False
2697,True
2698,False
2699,False
2700,False
2701,False
2702,True
2703,True
2704,True
2705,True
2706,False
2707,False
2708,True
2709,False
2710,False
2711,False
2712,False
2713,True
2714,True
2715,True
2716,True
2717,False
2718,False
2719,False
2720,False
2721,True
2722,False
2723,False
2724,False
2725,True
2726,False
2727,False
2728,True
2729,False
2730,False
2731,True
2732,True
2733,True
2734,True
2735,True
2736,True
2737,True
2738,True
2739,True
2740,True
2741,True
2742,True
2743,False
2744,True
2745,True
2746,True
2747,True
2748,False
2749,False
2750,True
2751,True
2752,False
2753,False
2754,True
2755,False
2756,True
2757,True
2758,False
2759,True
2760,True
2761,True
2762,True
2763,True
2764,True
2765,False
2766,False
2767,False
2768,True
2769,False
2770,True
2771,True
2772,True
2773,False
2774,True
2775,True
2776,False
2777,False
2778,True
2779,True
2780,True
2781,False
2782,False
2783,True
2784,False
2785,False
2786,True
2787,True
2788,False
2789,True
2790,True
2791,True
2792,False
2793,False
2794,True
2795,False
2796,False
2797,False
2798,False
2799,True
2800,True
2801,False
2802,True
2803,True
2804,True
2805,True
2806,True
2807,False
2808,True
2809,True
2810,True
2811,False
2812,True
2813,True
2814,True
2815,False
2816,True
2817,False
2818,True
2819,False
2820,True
2821,False
2822,False
2823,False
2824,True
2825,True
2826,True
2827,False
2828,False
2829,False
2830,True
2831,True
2832,False
2833,True
2834,False
2835,True
2836,True
2837,False
2838,True
2839,False
2840,True
2841,False
2842,True
2843,True
2844,False
2845,True
2846,True
2847,True
2848,True
2849,False
2850,False
2851,True
2852,False
2853,False
2854,True
2855,True
2856,True
2857,False
2858,False
2859,True
2860,True
2861,True
2862,False
2863,False
2864,False
2865,True
2866,True
2867,True
2868,True
2869,True
2870,True
2871,True
2872,False
2873,True
2874,True
2875,True
2876,False
2877,True
2878,True
2879,True
2880,True
2881,True
2882,True
2883,False
2884,False
2885,False
2886,False
2887,True
2888,True
2889,False
2890,False
2891,False
2892,True
2893,True
2894,False
2895,False
2896,True
2897,False
2898,True
2899,True
2900,True
2901,True
2902,False
2903,False
2904,False
2905,True
2906,True
2907,True
2908,True
2909,True
2910,False
2911,True
2912,False
2913,True
2914,True
2915,True
2916,True
2917,False
2918,True
2919,True
2920,True
2921,False
2922,True
2923,False
2924,True
2925,True
2926,False
2927,False
2928,True
2929,True
2930,True
2931,False
2932,False
2933,True
2934,True
2935,False
2936,False
2937,True
2938,True
2939,True
2940,True
2941,False
2942,True
2943,True
2944,True
2945,True
2946,True
2947,True
2948,False
2949,True
2950,True
2951,True
2952,True
2953,True
2954,False
2955,True
2956,False
2957,True
2958,True
2959,True
2960,True
2961,False
2962,True
2963,True
2964,True
2965,False
2966,True
2967,True
2968,False
2969,False
2970,True
2971,False
2972,True
2973,True
2974,True
2975,False
2976,False
2977,True
2978,True
2979,True
2980,True
2981,True
2982,True
2983,True
2984,False
2985,True
2986,True
2987,True
2988,True
2989,False
2990,True
2991,False
2992,False
2993,True
2994,True
2995,True
2996,False
2997,True
